Node_ID,Roster_Code,School_Code,Class_Code,Label_Available,Q1_Gender,Q2_Age,Q3_Form,Q4_SchoolType,Q5_Programme,Q6_Residence,Q7_ParentEdu,Q8_FinDifficulty,Q10_MathsScore,Q11_EnglishScore,Q12_CAScore,Q13_AssignRate,Q14_Repeated,Q15_DaysAttend,Q16_DaysMissed,Q17_Lateness,Q18_Belonging,Q19_EnjoyLearn,Q20_StudyOwnWill,Q21_CanPass,Q22_SetGoals,Q23_Confident,Q24_PlanContinue,Q25_TeachersCare,Q26_HasSupport,Q27_StudyHours,Q28_QuietPlace,Q29_OutsideWork,Q31_StudyFreq,Q32_TurnToFirst,Q33_StudyGroup,Q34_ExamConfidence,Q35_Interest,TARGET_AtRisk
SCH-JOY_2ARTS1-A_004,004,SCH-JOY,2ARTS1-A,1,Male,17,Form 2,Private,General Arts,Boarding,Tertiary,Usually not a problem,64,75,73,9-10 out of 10,No,5,5,Never,Mostly belong,4,4,5,4,4,5,4,4,3-5 hrs/wk,Always,None,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-JOY_2ARTS1-A_005,005,SCH-JOY,2ARTS1-A,1,Female,17,Form 2,Private,General Arts,Day,SHS,Sometimes difficult,51,92,86,9-10 out of 10,No,5,4,Never,Mostly belong,4,4,4,4,3,5,4,5,3-5 hrs/wk,Sometimes,Farming/trading,Rarely,A classmate,Sometimes informal,Not sure,Somewhat interested,0
SCH-JOY_2ARTS1-A_006,006,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Day,SHS,Sometimes difficult,47,81,50,9-10 out of 10,No,4,4,Never,Mostly belong,4,5,5,4,3,5,5,5,3-5 hrs/wk,Sometimes,Heavy housework,Rarely,A classmate,Sometimes informal,Not sure,Somewhat interested,0
SCH-JOY_2ARTS1-A_007,007,SCH-JOY,2ARTS1-A,1,Female,15,Form 2,Private,General Arts,Boarding,JHS,Usually not a problem,50,57,58,9-10 out of 10,No,5,0,Never,Not sure,3,4,5,4,3,3,4,3,6-8 hrs/wk,Rarely/Never,None,A few times/wk,A classmate,No,Fairly confident,Not very,0
SCH-JOY_2ARTS1-A_008,008,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Day,Tertiary,Sometimes difficult,59,83,80,9-10 out of 10,No,5,5,Sometimes,Mostly belong,5,5,5,5,5,5,5,5,3-5 hrs/wk,Always,None,A few times/wk,A classmate,Sometimes informal,Fairly confident,Not very,0
SCH-JOY_2ARTS1-A_009,009,SCH-JOY,2ARTS1-A,1,Female,17,Form 2,Private,General Arts,Boarding,Tertiary,Never a problem,35,34,48,6-8 out of 10,No,5,0,Never,Strongly belong,4,5,5,5,,5,5,1,3-5 hrs/wk,Always,None,A few times/wk,A classmate,No,Fairly confident,Somewhat interested,1
SCH-JOY_2ARTS1-A_010,010,SCH-JOY,2ARTS1-A,1,Female,16,Form 2,Private,General Arts,Boarding,JHS,Sometimes difficult,66,78,69,6-8 out of 10,No,5,0,Never,Mostly not belong,5,5,5,4,4,5,3,5,3-5 hrs/wk,Sometimes,None,A few times/wk,A classmate,Sometimes informal,Not sure,Not very,0
SCH-JOY_2ARTS1-A_011,011,SCH-JOY,2ARTS1-A,1,Female,16,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,50,75,70,6-8 out of 10,No,5,2,Sometimes,Mostly not belong,4,5,5,5,5,5,5,5,3-5 hrs/wk,Rarely/Never,None,Almost every day,A classmate,Sometimes informal,Very confident,Not at all,0
SCH-JOY_2ARTS1-A_012,012,SCH-JOY,2ARTS1-A,1,Female,14,Form 2,Private,General Arts,Day,Tertiary,Sometimes difficult,18,22,30,6-8 out of 10,No,5,7,Never,Mostly not belong,1,3,5,4,1,5,4,1,0-2 hrs/wk,Sometimes,Paid work,Rarely,Manage alone,Sometimes informal,Worried,Somewhat interested,1
SCH-JOY_2ARTS1-A_013,013,SCH-JOY,2ARTS1-A,1,Female,16,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,15,20,34,3-5 out of 10,No,5,6,Never,Not sure,3,2,5,4,1,1,4,5,0-2 hrs/wk,Sometimes,None,A few times/wk,A classmate,Sometimes informal,Not sure,Somewhat interested,1
SCH-JOY_2ARTS1-A_014,014,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,81,91,88,9-10 out of 10,No,5,3,Never,Strongly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Sometimes,Paid work,A few times/wk,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-A_015,015,SCH-JOY,2ARTS1-A,1,Male,17,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,50,66,60,6-8 out of 10,No,5,0,Never,Mostly belong,4,5,5,4,3,5,4,5,6-8 hrs/wk,Rarely/Never,Paid work,Rarely,A classmate,Regular group,Not sure,Not at all,0
SCH-JOY_2ARTS1-A_016,016,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,62,44,51,9-10 out of 10,No,5,0,Never,Mostly belong,5,4,4,5,4,5,5,5,6-8 hrs/wk,Sometimes,Farming/trading,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,1
SCH-JOY_2ARTS1-A_017,017,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Day,Tertiary,Usually not a problem,88,74,89,9-10 out of 10,No,4,6,Often,Mostly belong,5,5,5,5,4,5,5,5,8+ hrs/wk,Sometimes,None,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-JOY_2ARTS1-A_018,018,SCH-JOY,2ARTS1-A,1,Male,18,Form 2,Private,General Arts,Boarding,Tertiary,Never a problem,75,55,62,9-10 out of 10,No,5,0,Never,Strongly belong,4,4,3,3,4,4,1,2,3-5 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-JOY_2ARTS1-A_019,019,SCH-JOY,2ARTS1-A,1,Male,17,Form 2,Private,General Arts,Boarding,Tertiary,Very difficult,30,68,50,9-10 out of 10,No,5,2,Never,Strongly belong,5,5,5,2,2,5,1,1,0-2 hrs/wk,Sometimes,None,Almost every day,Manage alone,Regular group,Very worried,Not very,1
SCH-JOY_2ARTS1-A_020,020,SCH-JOY,2ARTS1-A,1,Female,17,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,55,63,45,9-10 out of 10,No,5,5,Never,Mostly not belong,5,5,5,5,5,5,4,4,3-5 hrs/wk,Sometimes,None,Almost every day,A classmate,Sometimes informal,Not sure,Somewhat interested,1
SCH-JOY_2ARTS1-A_021,021,SCH-JOY,2ARTS1-A,1,Female,20,Form 2,Private,General Arts,Day,JHS,Usually not a problem,79,83,84,9-10 out of 10,No,3,14,Often,Mostly not belong,5,5,5,4,4,5,4,5,6-8 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Sometimes informal,Not sure,Very interested,0
SCH-JOY_2ARTS1-A_022,022,SCH-JOY,2ARTS1-A,1,Male,17,Form 2,Private,General Arts,Day,JHS,Sometimes difficult,34,51,59,6-8 out of 10,No,4,10,Sometimes,Mostly belong,4,5,5,5,4,5,4,5,3-5 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Sometimes informal,Fairly confident,Somewhat interested,1
SCH-JOY_2ARTS1-A_023,023,SCH-JOY,2ARTS1-A,1,Female,18,Form 2,Private,General Arts,Boarding,Tertiary,Never a problem,75,82,80,6-8 out of 10,No,5,10,Sometimes,Not sure,2,1,2,2,1,2,2,4,3-5 hrs/wk,Always,None,A few times/wk,A classmate,Regular group,Worried,Somewhat interested,0
SCH-JOY_2ARTS1-A_024,024,SCH-JOY,2ARTS1-A,1,Male,20,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,59,76,58,9-10 out of 10,No,5,21,Never,Strongly belong,5,5,5,4,4,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Regular group,Fairly confident,Very interested,0
SCH-JOY_2ARTS1-A_025,025,SCH-JOY,2ARTS1-A,1,Female,18,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,28,17,40,6-8 out of 10,No,5,2,Sometimes,Strongly belong,5,5,5,3,3,5,5,5,3-5 hrs/wk,Sometimes,None,Almost every day,A classmate,Sometimes informal,Not sure,Very interested,1
SCH-JOY_2ARTS1-A_026,026,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Day,Tertiary,Sometimes difficult,21,50,51,9-10 out of 10,No,4,8,Often,Mostly belong,5,5,5,4,4,5,3,3,6-8 hrs/wk,Sometimes,None,A few times/wk,Manage alone,No,Not sure,Not very,1
SCH-JOY_2ARTS1-A_027,027,SCH-JOY,2ARTS1-A,1,Male,18,Form 2,Private,General Arts,Day,SHS,Sometimes difficult,56,68,53,6-8 out of 10,No,5,4,Sometimes,Mostly not belong,4,5,5,5,2,5,1,5,3-5 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,No,Fairly confident,Very interested,0
SCH-JOY_2ARTS1-A_028,028,SCH-JOY,2ARTS1-A,1,Male,21,Form 2,Private,General Arts,Boarding,JHS,Sometimes difficult,22,20,40,9-10 out of 10,No,5,0,Never,Mostly not belong,4,5,5,4,5,5,2,5,0-2 hrs/wk,Rarely/Never,None,A few times/wk,A classmate,No,Fairly confident,Not very,1
SCH-JOY_2ARTS1-A_029,029,SCH-JOY,2ARTS1-A,1,Female,17,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,49,62,55,9-10 out of 10,No,5,2,Never,Not sure,4,4,4,4,3,4,1,4,3-5 hrs/wk,Rarely/Never,Heavy housework,About once/wk,A classmate,Sometimes informal,Very worried,Very interested,0
SCH-JOY_2ARTS1-A_030,030,SCH-JOY,2ARTS1-A,1,Male,18,Form 2,Private,General Arts,Boarding,JHS,Never a problem,58,43,58,6-8 out of 10,No,4,14,Never,Strongly belong,5,5,5,5,5,4,2,4,0-2 hrs/wk,Always,Farming/trading,Rarely,A classmate,No,Very confident,Very interested,0
SCH-JOY_2ARTS1-B_001,001,SCH-JOY,2ARTS1-B,1,Male,16,Form 2,Private,General Arts,Day,Tertiary,Sometimes difficult,71,95,85,6-8 out of 10,No,4,4,Often,Mostly belong,4,5,5,4,4,5,4,2,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_002,002,SCH-JOY,2ARTS1-B,1,Female,19,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,75,89,80,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,4,5,4,4,5,6-8 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-JOY_2ARTS1-B_003,003,SCH-JOY,2ARTS1-B,1,Female,18,Form 2,Private,General Arts,Boarding,JHS,Never a problem,23,58,45,9-10 out of 10,No,5,3,Never,Not sure,5,4,4,4,5,5,5,5,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-B_004,004,SCH-JOY,2ARTS1-B,1,Male,16,Form 2,Private,General Arts,Day,Tertiary,Never a problem,50,65,60,6-8 out of 10,No,5,2,Very often,Mostly belong,5,5,5,4,3,5,3,1,0-2 hrs/wk,Always,None,Rarely,A classmate,No,Fairly confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_005,005,SCH-JOY,2ARTS1-B,1,Male,18,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,28,45,48,9-10 out of 10,No,4,5,Very often,Not sure,5,5,5,5,4,5,4,4,0-2 hrs/wk,Sometimes,Farming/trading,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-B_006,006,SCH-JOY,2ARTS1-B,1,Female,18,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,45,71,78,9-10 out of 10,No,5,0,Never,Mostly belong,5,4,5,4,4,5,2,3,0-2 hrs/wk,Sometimes,Paid work,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_007,007,SCH-JOY,2ARTS1-B,1,Female,16,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,28,39,42,6-8 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,5,5,4,4,0-2 hrs/wk,Sometimes,Heavy housework,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-B_008,008,SCH-JOY,2ARTS1-B,1,Female,17,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,57,68,72,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,4,5,3,3,0-2 hrs/wk,Sometimes,Paid work,A few times/wk,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_009,009,SCH-JOY,2ARTS1-B,1,Female,17,Form 2,Private,General Arts,Day,Unknown,Sometimes difficult,33,64,57,9-10 out of 10,No,5,0,Sometimes,Not sure,5,5,4,4,4,5,4,4,6-8 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_010,010,SCH-JOY,2ARTS1-B,1,Female,16,Form 2,Private,General Arts,Boarding,Tertiary,Very difficult,47,64,67,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,5,5,5,5,5,3-5 hrs/wk,Sometimes,None,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_011,011,SCH-JOY,2ARTS1-B,1,Female,17,Form 2,Private,General Arts,Boarding,Unknown,Sometimes difficult,32,72,64,9-10 out of 10,No,5,0,Never,Not sure,5,4,5,5,5,5,5,4,3-5 hrs/wk,Sometimes,None,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_012,012,SCH-JOY,2ARTS1-B,1,Female,19,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,77,75,88,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,4,5,5,5,3,3-5 hrs/wk,Sometimes,None,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_013,013,SCH-JOY,2ARTS1-B,1,Male,17,Form 2,Private,General Arts,Boarding,Unknown,Sometimes difficult,80,75,81,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,4,5,5,5,5,3-5 hrs/wk,Sometimes,None,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_014,014,SCH-JOY,2ARTS1-B,1,Male,19,Form 2,Private,General Arts,Boarding,SHS,Sometimes difficult,82,75,80,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,4,4,5,4,4,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_015,015,SCH-JOY,2ARTS1-B,1,Female,17,Form 2,Private,General Arts,Day,SHS,Sometimes difficult,40,68,71,9-10 out of 10,No,3,15,Never,Not sure,5,5,5,4,4,5,4,4,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_016,016,SCH-JOY,2ARTS1-B,1,Male,17,Form 2,Private,General Arts,Boarding,JHS,Sometimes difficult,33,34,40,9-10 out of 10,No,5,0,Never,Not sure,5,5,4,4,4,5,4,5,0-2 hrs/wk,Sometimes,Farming/trading,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-B_017,017,SCH-JOY,2ARTS1-B,1,Female,19,Form 2,Private,General Arts,Boarding,JHS,Sometimes difficult,77,89,90,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,5,5,5,5,3-5 hrs/wk,Sometimes,Paid work,A few times/wk,A teacher,No,Very confident,Very interested,0
SCH-JOY_2ARTS1-B_018,018,SCH-JOY,2ARTS1-B,1,Male,17,Form 2,Private,General Arts,Boarding,JHS,Sometimes difficult,85,81,89,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,5,5,5,4,2,3-5 hrs/wk,Sometimes,None,Almost every day,A teacher,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_019,019,SCH-JOY,2ARTS1-B,1,Male,18,Form 2,Private,General Arts,Boarding,SHS,Very difficult,45,40,42,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,4,4,5,3,3,3-5 hrs/wk,Sometimes,None,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-B_020,020,SCH-JOY,2ARTS1-B,1,Female,17,Form 2,Private,General Arts,Day,JHS,Never a problem,40,63,54,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,3,4,5,4,3,3-5 hrs/wk,Sometimes,Heavy housework,About once/wk,A classmate,No,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-B_021,021,SCH-JOY,2ARTS1-B,1,Female,16,Form 2,Private,General Arts,Boarding,SHS,Very difficult,47,78,60,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,4,5,5,3,5,3-5 hrs/wk,Sometimes,None,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-JOY_2ARTS1-B_022,022,SCH-JOY,2ARTS1-B,1,Male,18,Form 2,Private,General Arts,Boarding,Unknown,Never a problem,38,37,39,6-8 out of 10,No,5,0,Never,Mostly belong,4,5,4,4,1,1,1,5,6-8 hrs/wk,Always,Farming/trading,Almost every day,A classmate,Regular group,Very confident,Very interested,1
SCH-JOY_2ARTS1-B_023,023,SCH-JOY,2ARTS1-B,1,Female,19,Form 2,Private,General Arts,Day,Tertiary,Usually not a problem,59,67,68,9-10 out of 10,No,4,5,Sometimes,Not sure,5,5,5,5,4,5,4,5,6-8 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,Regular group,Fairly confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_024,024,SCH-JOY,2ARTS1-B,1,Male,17,Form 2,Private,General Arts,Boarding,Unknown,Sometimes difficult,60,55,54,6-8 out of 10,No,5,2,Often,Not sure,4,5,5,4,5,4,4,5,8+ hrs/wk,Sometimes,None,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_025,025,SCH-JOY,2ARTS1-B,1,Male,17,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,55,82,70,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,5,5,5,5,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_026,026,SCH-JOY,2ARTS1-B,1,Female,18,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,60,80,82,9-10 out of 10,No,5,2,Sometimes,Mostly belong,5,5,5,5,5,5,5,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_027,027,SCH-JOY,2ARTS1-B,1,Male,17,Form 2,Private,General Arts,Boarding,Tertiary,Usually not a problem,57,74,64,9-10 out of 10,No,5,0,Sometimes,Not sure,4,5,5,5,5,5,4,4,3-5 hrs/wk,Always,Heavy housework,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-JOY_2ARTS1-B_028,028,SCH-JOY,2ARTS1-B,1,Female,16,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,60,81,74,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,4,5,4,5,0-2 hrs/wk,Sometimes,None,About once/wk,A classmate,Regular group,Very confident,Somewhat interested,0
